Title,Artist,ArtistBio,Nationality,Continent,BeginDate,EndDate,Gender,DateProduced,Medium,DateAcquired,YearAcquired,AgeAtAcquisition,ObjectID,height,width,area,RevURL,ThumbnailURL
Kerby After Hogarth Useful Knowledge,David Hockney,British,British,Europe,1937,0,Male,1975,Oil on canvas,1977-03-08,1977,2,78962,182.9,152.7,27928.83,http://www.moma.org/collection/works/78962,http://www.moma.org/media/W1siZiIsIjE2MjEyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b827da17c64803b4
The Skaters,Jewett Campbell,American,American,North America,1912,1999,Male,1940,Oil on canvas,1942-03-18,1942,2,78963,43.2,35.6,1537.92,http://www.moma.org/collection/works/78963,http://www.moma.org/media/W1siZiIsIjE2NTc2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6d2770a9904389ed
Giorgione Book,Karl Knaths,American,American,North America,1891,1971,Male,1941,Oil on canvas,1944-09-27,1944,3,78964,101.6,50.8,5161.28,http://www.moma.org/collection/works/78964,http://www.moma.org/media/W1siZiIsIjE2NTQ1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=61368d18369417fd
Red Sheep,Irving Kriesberg,American,American,North America,1919,2009,Male,1951,Tempera on composition board,1951-05-24,1951,0,78965,121.9,106.7,13006.73,http://www.moma.org/collection/works/78965,http://www.moma.org/media/W1siZiIsIjE3MTkzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0d5c2a052c19f12a
Woman Carrying Grasses,Patrick Scott,Irish,Irish,Europe,1921,2014,Male,1958,Oil on canvas,1958-10-29,1958,0,78966,50.8,38.1,1935.48,http://www.moma.org/collection/works/78966,http://www.moma.org/media/W1siZiIsIjE2NTc2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b1526698cd0663a8
"Interior, Mother and Sister of the Artist",Edouard Vuillard,French,French,Europe,1868,1940,Male,1893,Oil on canvas,1934-04-04,1934,41,78968,46.3,56.5,2615.95,http://www.moma.org/collection/works/78968,http://www.moma.org/media/W1siZiIsIjE1MTAyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d2eddfdf51dc34e2
Big Julie,Fernand Leger,French,French,Europe,1881,1955,Male,1945,Oil on canvas,1945-04-26,1945,0,78969,111.8,127.3,14232.14,http://www.moma.org/collection/works/78969,http://www.moma.org/media/W1siZiIsIjE1MTAyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6fbb15e6db0236c2
Red and Blue Disks,Frantisek Kupka,Czech,Czech,Europe,1871,1957,Male,1911,Oil on canvas,1951-05-24,1951,40,78970,100,73,7300,http://www.moma.org/collection/works/78970,http://www.moma.org/media/W1siZiIsIjE1MDg4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=77c7a7b2a4953231
Man,Ben Shahn,American,American,North America,1898,1969,Male,1946,Tempera on composition board,1958-10-29,1958,12,78971,58.1,41.6,2416.96,http://www.moma.org/collection/works/78971,http://www.moma.org/media/W1siZiIsIjIwODMwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e56642563f4c5482
Danger on the Stairs,Pierre Roy,French,French,Europe,1880,1950,Male,1927,Oil on canvas,1935-06-13,1935,8,78972,91.4,60,5484,http://www.moma.org/collection/works/78972,http://www.moma.org/media/W1siZiIsIjIwODMwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e6ab2d2cea02b081
"Abe Lincoln, The Great Emancipator",Horace Pippin,American,American,North America,1888,1946,Male,1942,Oil on canvas,1977-03-08,1977,35,78973,60.9,76.2,4640.58,http://www.moma.org/collection/works/78973,http://www.moma.org/media/W1siZiIsIjE1NDU0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f43f7cd03a3fa0a0
Madame Derain in Green,Andre Derain,French,French,Europe,1880,1954,Male,1907,Oil on canvas,1942-03-18,1942,35,78974,73,60,4380,http://www.moma.org/collection/works/78974,http://www.moma.org/media/W1siZiIsIjE1MTAzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2f5c5a7049d62921
Abstract Painting,Ad Reinhardt,American,American,North America,1913,1967,Male,1963,Oil on canvas,1977-03-08,1977,14,78976,152.4,152.4,23225.76,http://www.moma.org/collection/works/78976,http://www.moma.org/media/W1siZiIsIjE3OTI2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e4e44f7e349252f7
Farmhouse Window and Door,Georgia O'Keeffe,American,American,North America,1887,1986,Female,2017,Oil on canvas,1945-04-26,1945,-72,78978,101.6,76.2,7741.92,http://www.moma.org/collection/works/78978,http://www.moma.org/media/W1siZiIsIjE1MTAzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7af22cec3fbd3549
Chain Reaction,Knud Merrild,American,American,North America,1894,1954,Male,1947,Oil on canvas over composition board,1951-05-24,1951,4,78979,44.5,34.3,1526.35,http://www.moma.org/collection/works/78979,http://www.moma.org/media/W1siZiIsIjE3MjA3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eac7520531eed4c1
Axes,Susan Rothenberg,American,American,North America,1945,0,Female,1976,"Synthetic polymer paint, gesso, charcoal, and pencil on canvas",1977-03-08,1977,1,78980,164.2,266.4,43742.88,http://www.moma.org/collection/works/78980,http://www.moma.org/media/W1siZiIsIjE1MTAzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=69dc66ee57f65cbb
Bucks County Barn,Charles Sheeler,American,American,North America,1883,1965,Male,1932,Oil on board,1935-06-04,1935,3,78981,60.6,75.9,4599.54,http://www.moma.org/collection/works/78981,http://www.moma.org/media/W1siZiIsIjE1MTAzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5b2b32b3258d5bf5
Boots,Marsden Hartley,American,American,North America,1877,1943,Male,1941,Oil on board,1942-03-18,1942,1,78983,71.4,56.5,4034.1,http://www.moma.org/collection/works/78983,http://www.moma.org/media/W1siZiIsIjIzNTMyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fb330ff8140a080b
I and the Village,Marc Chagall,French,French,Europe,1887,1985,Male,1911,Oil on canvas,1945-06-13,1945,34,78984,192.1,151.4,29083.94,http://www.moma.org/collection/works/78984,http://www.moma.org/media/W1siZiIsIjExODUxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=189fe226e23590bd
Mystical Crucifixion,Heinrich Campendonk,German,German,Europe,1889,1957,Male,1926,Oil on glass,1953-04-07,1953,27,78985,44.5,38.1,1695.45,http://www.moma.org/collection/works/78985,http://www.moma.org/media/W1siZiIsIjE3MTkzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7661acef4df9a096
Still Life with Liqueur Bottle,Pablo Picasso,Spanish,Spanish,Europe,1881,1973,Male,1909,Oil on canvas,1951-05-24,1951,42,78986,81.6,65.4,5336.64,http://www.moma.org/collection/works/78986,http://www.moma.org/media/W1siZiIsIjE1MTAzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b20951f0d62cb708
"""Ex Act""",John Covert,American,American,North America,1882,1960,Male,1919,Oil on plywood and board,1953-04-07,1953,34,78987,59,64.1,3781.9,http://www.moma.org/collection/works/78987,http://www.moma.org/media/W1siZiIsIjEyMzA3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=681dc0f60051d6b2
Landscape,Marcel Duchamp,American,American,North America,1887,1968,Male,1911,Oil on canvas,1953-04-07,1953,42,78988,46.3,61.3,2838.19,http://www.moma.org/collection/works/78988,http://www.moma.org/media/W1siZiIsIjIxMDQ2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7d803a312989e9e8
Creavit Deus Hominem (Synchromy Number 3: Color Counterpoint,Morgan Russell,American,American,North America,1886,1953,Male,1913,"Oil on canvas, mounted on cardboard",1951-05-24,1951,38,78989,30.2,26,785.2,http://www.moma.org/collection/works/78989,http://www.moma.org/media/W1siZiIsIjIzNzY2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=70177b4415e58318
Section 4,Giuseppe Capogrossi,Italian,Italian,Europe,1900,1972,Male,1953,Oil on canvas,1955-06-16,1955,2,78991,218.1,98.1,21395.61,http://www.moma.org/collection/works/78991,http://www.moma.org/media/W1siZiIsIjI0NzA4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e320f506661cf34e
Cock Fight,Rene Vincent,Haitian,Haitian,North America,1911,0,Male,1940,Oil on canvas,1944-09-27,1944,4,78992,45.7,66,3016.2,http://www.moma.org/collection/works/78992,http://www.moma.org/media/W1siZiIsIjE3MjA3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=659c092c35a6d681
Grove Group I,Brice Marden,American,American,North America,1938,0,Male,1972,Oil and wax on canvas,1973-03-13,1973,1,78996,182.8,274.5,50178.6,http://www.moma.org/collection/works/78996,http://www.moma.org/media/W1siZiIsIjE1MTA0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=09508f7b5e2fea09
Goya Series: And,John Baldessari,American,American,North America,1931,0,Male,1997,Ink jet and synthetic polymer paint on canvas,1998-03-09,1998,1,78997,190.5,152.3,29013.15,http://www.moma.org/collection/works/78997,http://www.moma.org/media/W1siZiIsIjE1MTA0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d70fb3c2680586cc
Election Night,Jack Levine,American,American,North America,1915,2010,Male,1954,Oil on canvas,1955-06-16,1955,1,78998,160.3,184.1,29511.23,http://www.moma.org/collection/works/78998,http://www.moma.org/media/W1siZiIsIjIwMjg2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4f8884ec52d698c8
Chatham VI: Red Blue,Ellsworth Kelly,American,American,North America,1923,2015,Male,1971,"Oil on canvas, two panels",1998-03-09,1998,27,79000,290.8,259.7,75520.76,http://www.moma.org/collection/works/79000,http://www.moma.org/media/W1siZiIsIjI1NTg2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=67b60a94920b4f20
Birds above the Forest,Max Ernst,German,French,Europe,1891,1976,Male,1929,Oil on canvas,1976-12-07,1976,47,79001,80.6,64.1,5166.46,http://www.moma.org/collection/works/79001,http://www.moma.org/media/W1siZiIsIjI0MjM2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c7e8093a9b81cbc8
"Composition with Red, Blue, Black, Yellow, and Gray",Piet Mondrian,Dutch,Dutch,Europe,1872,1944,Male,1921,Oil on canvas,1957-10-09,1957,36,79002,76,52.4,3982.4,http://www.moma.org/collection/works/79002,http://www.moma.org/media/W1siZiIsIjI2NTczOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9286facb04d4fd4f
Sky-Eye,David Deutsch,American,American,North America,1943,0,Male,1985,Synthetic polymer paint and gouache on paper mounted on shaped canvas,1986-04-07,1986,1,79003,46,213.3,9811.8,http://www.moma.org/collection/works/79003,http://www.moma.org
Still Life with Chinese Tea Pot,Max Weber,American,American,North America,1881,1961,Male,1925,Oil on canvas,1935-06-13,1935,10,79004,50.8,61.3,3114.04,http://www.moma.org/collection/works/79004,http://www.moma.org/media/W1siZiIsIjIwODMyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f74146acac7b9095
"Elegy to the Spanish Republic, 108",Robert Motherwell,American,American,North America,1915,1991,Male,1965,Oil on canvas,1970-04-10,1970,5,79007,208.2,351.1,73099.02,http://www.moma.org/collection/works/79007,http://www.moma.org/media/W1siZiIsIjIwMzkzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=93e5bf4281db9308
"Shinjuku Pleasure District, Tokyo II",Yvonne Jacquette,American,American,North America,1934,0,Female,1985,Oil on canvas,1986-04-07,1986,1,79008,194.3,234.9,45641.07,http://www.moma.org/collection/works/79008,http://www.moma.org/media/W1siZiIsIjE3MjEwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db4ebecadc90fe50
Houses at Night,Karl Schmidt-Rottluff,German,German,Europe,1884,1976,Male,1912,Oil on canvas,1957-10-09,1957,45,79009,95.6,87.4,8355.44,http://www.moma.org/collection/works/79009,http://www.moma.org/media/W1siZiIsIjI2NTkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=e8b4830a54533c25
The Serenity of the Scholar,Giorgio de Chirico,Italian,Italian,Europe,1888,1978,Male,1914,Oil and charcoal on canvas,1997-04-07,1997,83,79011,130.1,72.4,9419.24,http://www.moma.org/collection/works/79011,http://www.moma.org/media/W1siZiIsIjE1MTA0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=79b066bfae7298e7
Pastorale Rhythms,Paul Klee,German,German,Europe,1879,1940,Male,1927,Tempera on canvas mounted on wood,1945-06-13,1945,18,79012,69.3,52.4,3631.32,http://www.moma.org/collection/works/79012,http://www.moma.org/media/W1siZiIsIjE1MTA0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ce1668ca4135c399
Find a Way,Sidney Goodman,American,American,North America,1936,2013,Male,1961,Oil on canvas,1962-05-08,1962,1,79013,95.7,154.7,14804.79,http://www.moma.org/collection/works/79013,http://www.moma.org/media/W1siZiIsIjE3MTk0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=64535b11aafd1850
Study,Ernest  Trova,American,American,North America,1927,2009,Male,1960,Oil and mixed mediums on canvas,1962-05-08,1962,2,79014,50.8,40.6,2062.48,http://www.moma.org/collection/works/79014,http://www.moma.org/media/W1siZiIsIjE3MTk0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=921dc17fdae2b567
Pharisees,Karl Schmidt-Rottluff,German,German,Europe,1884,1976,Male,1912,Oil on canvas,1955-06-16,1955,43,79016,75.9,102.9,7810.11,http://www.moma.org/collection/works/79016,http://www.moma.org/media/W1siZiIsIjI3MTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=9fcace3c7eeebd19
Quiet Sign,Fritz Winter,German,German,Europe,1905,1976,Male,1953,Oil on burlap,1955-06-16,1955,2,79017,114.3,146,16687.8,http://www.moma.org/collection/works/79017,http://www.moma.org/media/W1siZiIsIjE3MzIyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8083672f22383bd2
The Persistence of Memory,Salvador Dali,Spanish,Spanish,Europe,1904,1989,Male,1931,Oil on canvas,1934-12-20,1934,3,79018,24.1,33,795.3,http://www.moma.org/collection/works/79018,http://www.moma.org/media/W1siZiIsIjM4NjQ3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=25ed9ed633060c2f
Still Life in Red,Amelia Pelaez Del Casal,Cuban,Cuban,North America,1896,1968,Female,1938,Oil on canvas,1942-03-18,1942,4,79019,69.3,85.1,5897.43,http://www.moma.org/collection/works/79019,http://www.moma.org/media/W1siZiIsIjE1ODEyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=026ae987653d3321
Chasuble,Henri Matisse,French,French,Europe,1869,1954,Male,1950,Silk,1955-06-16,1955,5,79020,91.44,137.16,12541.9104,http://www.moma.org/collection/works/79020,http://www.moma.org
"GHOSTS. Composed of GHOST de Chirico: The Enigma of the Day, GHOST Hopper: House by the Railroad, GHOST Magritte: The Menaced Assasin",Sophie Calle,French,French,Europe,1953,0,Female,1991,"Oil, synthetic polymer paint, graphite and silkscreen ink, and color laser prints",1992-02-10,1992,1,79021,233.7,210.8,49263.96,http://www.moma.org/collection/works/79021,http://www.moma.org
The Tranquility of Previous Existence,Walter Quirt,American,American,North America,1902,1968,Male,1941,Oil on canvas,1942-03-18,1942,1,79022,61.3,81.3,4983.69,http://www.moma.org/collection/works/79022,http://www.moma.org/media/W1siZiIsIjIwODM0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=49a8c3a7512619cf
Dutch Interior I,Joan Miro,Spanish,Spanish,Europe,1893,1983,Male,1928,Oil on canvas,1945-12-17,1945,17,79023,91.8,73,6701.4,http://www.moma.org/collection/works/79023,http://www.moma.org/media/W1siZiIsIjEyOTczNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=53efb07915a63f58
Chasuble,Henri Matisse,French,French,Europe,1869,1954,Male,1950,Silk,1955-06-16,1955,5,79024,129.54,193.04,25006.4016,http://www.moma.org/collection/works/79024,http://www.moma.org/media/W1siZiIsIjIwODM0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6c571a7442f51c68
The Organ of Cause & Effect,Richard Artschwager,American,American,North America,1923,2013,Male,1981,Synthetic polymer paint and charcoal on composition board with mirrors,1996-04-09,1996,15,79025,177.2,207,36680.4,http://www.moma.org/collection/works/79025,http://www.moma.org/media/W1siZiIsIjIyODQ3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f9718b901cc22964
The Vases,Amedee Ozenfant,French,French,Europe,1886,1966,Male,1925,Oil on canvas,1945-12-17,1945,20,79028,130.5,97.5,12723.75,http://www.moma.org/collection/works/79028,http://www.moma.org/media/W1siZiIsIjE1MTA1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=df13c6ea777d3621
Chasuble,Henri Matisse,French,French,Europe,1869,1954,Male,1950,Silk,1955-06-16,1955,5,79029,119.38,177.8,21225.764,http://www.moma.org/collection/works/79029,http://www.moma.org/media/W1siZiIsIjIyODQ3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b5830133dc50b240
Animals,Rufino Tamayo,Mexican,Mexican,North America,1899,1991,Male,1941,Oil on canvas,1942-03-18,1942,1,79030,76.5,101.6,7772.4,http://www.moma.org/collection/works/79030,http://www.moma.org/media/W1siZiIsIjIxMDUzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=694e32f17661753d
Interior with Mobile,Roy Lichtenstein,American,American,North America,1923,1997,Male,1992,Oil and magna on canvas,1992-02-10,1992,0,79031,330.2,434.4,143438.88,http://www.moma.org/collection/works/79031,http://www.moma.org/media/W1siZiIsIjE1ODEyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=20be228d27842047
American Landscape,Charles Sheeler,American,American,North America,1883,1965,Male,1930,Oil on canvas,1934-12-19,1934,4,79032,61,78.8,4806.8,http://www.moma.org/collection/works/79032,http://www.moma.org/media/W1siZiIsIjE1NzA4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d864e6f19765c9c3
"Vertical Sequence, Op. 137",Thomas Wilfred,American,American,North America,1889,1968,Male,1941,"Projected light on translucent glass screen duration of form cycle: 7 minutes; duration of color cycle: 7 minutes, 17 seconds; the two cycles coincide every 50 hours, 59 minutes)",1942-03-18,1942,1,79033,38.7,39.1,1513.17,http://www.moma.org/collection/works/79033,http://www.moma.org
Acadia,Maurice Prendergast,American,American,North America,1859,1924,Male,1922,Oil on canvas,1945-12-17,1945,23,79034,80.6,95.2,7673.12,http://www.moma.org/collection/works/79034,http://www.moma.org/media/W1siZiIsIjE3MzIyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=037292a24f4e1f25
Down to Earth,"Gilbert & George, Gilbert Proesch, George Passmore",British,British,Europe,1943,0,Male,1989,"Hand-colored photographs with ink and dyes, mounted and framed",1996-04-09,1996,7,79036,75.6,63.5,4800.6,http://www.moma.org/collection/works/79036,http://www.moma.org
The First Communication,Attilio Salemme,American,American,North America,1911,1955,Male,1943,Oil on canvas,1945-12-17,1945,2,79038,33,50.5,1666.5,http://www.moma.org/collection/works/79038,http://www.moma.org/media/W1siZiIsIjE2OTg2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aad2c87517e93a31
Propellers,Fernand Leger,French,French,Europe,1881,1955,Male,1918,Oil on canvas,1953-04-07,1953,35,79039,80.9,65.4,5290.86,http://www.moma.org/collection/works/79039,http://www.moma.org/media/W1siZiIsIjE1MTA3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d7a8666c06f028b4
Proun 19D,El Lissitzky,Russian,Russian,Europe,1890,1941,Male,1920,"Gesso, oil, varnish, crayon, colored papers, sandpaper, graph paper, cardboard, metallic paint, and metal foil on plywood",1953-04-07,1953,33,79040,97.5,97.2,9477,http://www.moma.org/collection/works/79040,http://www.moma.org/media/W1siZiIsIjE1MTA3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=846a789670f5cecf
Composition with Still Life,Edwin Dickinson,American,American,North America,1891,1978,Male,1933,Oil on canvas,1952-10-21,1952,19,79041,246.4,197.5,48664,http://www.moma.org/collection/works/79041,http://www.moma.org/media/W1siZiIsIjE2MTM0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0602569d6b26b8c1
Amulet for a Yellow Landscape,Mordecai Ardon,Israeli,Israeli,Asia,1896,1992,Male,1966,Oil and tempera on canvas,1967-04-11,1967,1,79042,96.8,128.7,12458.16,http://www.moma.org/collection/works/79042,http://www.moma.org/media/W1siZiIsIjM3OTE5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ebf39b74a26a847a
The Passage from Virgin to Bride,Marcel Duchamp,American,American,North America,1887,1968,Male,1912,Oil on canvas,1945-12-17,1945,33,79044,59.4,54,3207.6,http://www.moma.org/collection/works/79044,http://www.moma.org/media/W1siZiIsIjE1MTA3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=53580d4c27383c70
Nostalgia of Space,Oscar Dominguez,French,French,Europe,1906,1957,Male,1939,Oil on canvas,1952-10-21,1952,13,79045,73,91.8,6701.4,http://www.moma.org/collection/works/79045,http://www.moma.org
Silvered Circle,Jose Antonio Fernandez-Muro,Argentine,Argentine,South America,1920,0,Male,1962,Oil on aluminum paper over canvas,1963-03-12,1963,1,79046,173,126.8,21936.4,http://www.moma.org/collection/works/79046,http://www.moma.org
Man with a Guitar,Georges Braque,French,French,Europe,1882,1963,Male,1912,Oil on canvas,1945-12-17,1945,33,79048,116.2,80.9,9400.58,http://www.moma.org/collection/works/79048,http://www.moma.org/media/W1siZiIsIjE1MTA3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fc4ed14cf13b5d0f
Voyager's Return,Adolph Gottlieb,American,American,North America,1903,1974,Male,1946,Oil on canvas,1946-11-14,1946,0,79049,96.2,75.9,7301.58,http://www.moma.org/collection/works/79049,http://www.moma.org/media/W1siZiIsIjIwODM3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5a4713e3d59c2576
